08/08/23 21:26:02 EST -0500 | ##### Start #####
08/09/23 01:41:03 EST -0500 | #####  End  #####
08/09/23 01:42:02 EST -0500 | ##### Start #####
08/09/23 01:42:02 EST -0500 | #####  End  #####
08/09/23 01:43:02 EST -0500 | ##### Start #####
08/09/23 01:43:03 EST -0500 | #####  End  #####
08/09/23 01:44:02 EST -0500 | ##### Start #####
08/09/23 01:44:02 EST -0500 | #####  End  #####
08/09/23 01:45:03 EST -0500 | ##### Start #####
08/09/23 01:45:03 EST -0500 | #####  End  #####
08/09/23 01:46:02 EST -0500 | ##### Start #####
08/09/23 01:46:03 EST -0500 | #####  End  #####
08/09/23 01:47:02 EST -0500 | ##### Start #####
08/09/23 01:47:03 EST -0500 | #####  End  #####
08/09/23 01:48:02 EST -0500 | ##### Start #####
08/09/23 01:48:02 EST -0500 | #####  End  #####
08/09/23 01:49:02 EST -0500 | ##### Start #####
08/09/23 01:49:03 EST -0500 | #####  End  #####
08/09/23 01:50:02 EST -0500 | ##### Start #####
08/09/23 01:50:02 EST -0500 | #####  End  #####
08/09/23 01:51:02 EST -0500 | ##### Start #####
08/09/23 01:51:02 EST -0500 | #####  End  #####
08/09/23 01:52:02 EST -0500 | ##### Start #####
08/09/23 01:52:02 EST -0500 | #####  End  #####
08/09/23 01:53:03 EST -0500 | ##### Start #####
08/09/23 01:53:03 EST -0500 | #####  End  #####
08/09/23 01:54:03 EST -0500 | ##### Start #####
08/09/23 01:54:03 EST -0500 | #####  End  #####
08/09/23 01:55:02 EST -0500 | ##### Start #####
08/09/23 01:55:03 EST -0500 | #####  End  #####
08/09/23 01:56:02 EST -0500 | ##### Start #####
08/09/23 01:56:02 EST -0500 | #####  End  #####
08/09/23 01:57:02 EST -0500 | ##### Start #####
08/09/23 01:57:03 EST -0500 | #####  End  #####
08/09/23 01:58:02 EST -0500 | ##### Start #####
08/09/23 01:58:02 EST -0500 | #####  End  #####
08/09/23 01:59:02 EST -0500 | ##### Start #####
08/09/23 01:59:03 EST -0500 | #####  End  #####
08/09/23 02:00:02 EST -0500 | ##### Start #####
08/09/23 02:00:03 EST -0500 | #####  End  #####
08/09/23 02:01:02 EST -0500 | ##### Start #####
08/09/23 02:01:02 EST -0500 | #####  End  #####
08/09/23 02:02:02 EST -0500 | ##### Start #####
08/09/23 02:02:03 EST -0500 | #####  End  #####
08/09/23 02:03:02 EST -0500 | ##### Start #####
08/09/23 02:03:02 EST -0500 | #####  End  #####
08/09/23 02:04:02 EST -0500 | ##### Start #####
08/09/23 02:04:03 EST -0500 | #####  End  #####
08/09/23 02:05:01 EST -0500 | ##### Start #####
08/09/23 02:05:02 EST -0500 | #####  End  #####
08/09/23 02:06:02 EST -0500 | ##### Start #####
08/09/23 02:06:02 EST -0500 | #####  End  #####
08/09/23 02:07:02 EST -0500 | ##### Start #####
08/09/23 02:07:03 EST -0500 | #####  End  #####
08/09/23 02:08:02 EST -0500 | ##### Start #####
08/09/23 02:08:03 EST -0500 | #####  End  #####
08/09/23 02:09:02 EST -0500 | ##### Start #####
08/09/23 02:09:02 EST -0500 | #####  End  #####
08/09/23 02:10:02 EST -0500 | ##### Start #####
08/09/23 02:10:03 EST -0500 | #####  End  #####
08/09/23 02:11:02 EST -0500 | ##### Start #####
08/09/23 02:11:03 EST -0500 | #####  End  #####
08/09/23 02:12:01 EST -0500 | ##### Start #####
08/09/23 02:12:02 EST -0500 | #####  End  #####
08/09/23 02:13:02 EST -0500 | ##### Start #####
08/09/23 02:13:03 EST -0500 | #####  End  #####
08/09/23 02:14:02 EST -0500 | ##### Start #####
08/09/23 02:14:02 EST -0500 | #####  End  #####
08/09/23 02:15:02 EST -0500 | ##### Start #####
08/09/23 02:15:02 EST -0500 | #####  End  #####
08/09/23 02:16:03 EST -0500 | ##### Start #####
08/09/23 02:16:03 EST -0500 | #####  End  #####
08/09/23 02:17:02 EST -0500 | ##### Start #####
08/09/23 02:17:03 EST -0500 | #####  End  #####
08/09/23 02:18:02 EST -0500 | ##### Start #####
08/09/23 02:18:03 EST -0500 | #####  End  #####
08/09/23 02:19:01 EST -0500 | ##### Start #####
08/09/23 02:19:02 EST -0500 | #####  End  #####
08/09/23 02:20:02 EST -0500 | ##### Start #####
08/09/23 02:20:03 EST -0500 | #####  End  #####
08/09/23 02:21:02 EST -0500 | ##### Start #####
08/09/23 02:21:03 EST -0500 | #####  End  #####
08/09/23 02:22:01 EST -0500 | ##### Start #####
08/09/23 02:22:02 EST -0500 | #####  End  #####
08/09/23 02:23:02 EST -0500 | ##### Start #####
08/09/23 02:23:03 EST -0500 | #####  End  #####
08/09/23 02:24:02 EST -0500 | ##### Start #####
08/09/23 02:24:02 EST -0500 | #####  End  #####
08/09/23 02:25:02 EST -0500 | ##### Start #####
08/09/23 02:25:03 EST -0500 | #####  End  #####
08/09/23 02:26:02 EST -0500 | ##### Start #####
08/09/23 02:26:02 EST -0500 | #####  End  #####
08/09/23 02:27:02 EST -0500 | ##### Start #####
08/09/23 02:27:03 EST -0500 | #####  End  #####
08/09/23 02:28:02 EST -0500 | ##### Start #####
08/09/23 02:28:02 EST -0500 | #####  End  #####
08/09/23 02:29:02 EST -0500 | ##### Start #####
08/09/23 02:29:03 EST -0500 | #####  End  #####
08/09/23 02:30:02 EST -0500 | ##### Start #####
08/09/23 02:30:02 EST -0500 | #####  End  #####
08/09/23 02:31:03 EST -0500 | ##### Start #####
08/09/23 02:31:03 EST -0500 | #####  End  #####
08/09/23 02:32:03 EST -0500 | ##### Start #####
08/09/23 02:32:03 EST -0500 | #####  End  #####
08/09/23 02:33:02 EST -0500 | ##### Start #####
08/09/23 02:33:03 EST -0500 | #####  End  #####
08/09/23 02:34:01 EST -0500 | ##### Start #####
08/09/23 02:34:02 EST -0500 | #####  End  #####
08/09/23 02:35:02 EST -0500 | ##### Start #####
08/09/23 02:35:02 EST -0500 | #####  End  #####
08/09/23 02:36:02 EST -0500 | ##### Start #####
08/09/23 02:36:03 EST -0500 | #####  End  #####
08/09/23 02:37:02 EST -0500 | ##### Start #####
08/09/23 02:37:03 EST -0500 | #####  End  #####
08/09/23 02:38:02 EST -0500 | ##### Start #####
08/09/23 02:38:02 EST -0500 | #####  End  #####
08/09/23 02:39:02 EST -0500 | ##### Start #####
08/09/23 02:39:02 EST -0500 | #####  End  #####
08/09/23 02:40:03 EST -0500 | ##### Start #####
08/09/23 02:40:04 EST -0500 | #####  End  #####
08/09/23 02:41:02 EST -0500 | ##### Start #####
08/09/23 02:41:03 EST -0500 | #####  End  #####
08/09/23 02:42:02 EST -0500 | ##### Start #####
08/09/23 02:42:02 EST -0500 | #####  End  #####
08/09/23 02:43:02 EST -0500 | ##### Start #####
08/09/23 02:43:02 EST -0500 | #####  End  #####
08/09/23 02:44:02 EST -0500 | ##### Start #####
08/09/23 02:44:03 EST -0500 | #####  End  #####
08/09/23 02:45:02 EST -0500 | ##### Start #####
08/09/23 02:45:02 EST -0500 | #####  End  #####
08/09/23 02:46:02 EST -0500 | ##### Start #####
08/09/23 02:46:03 EST -0500 | #####  End  #####
08/09/23 02:47:02 EST -0500 | ##### Start #####
08/09/23 02:47:03 EST -0500 | #####  End  #####
08/09/23 02:48:02 EST -0500 | ##### Start #####
08/09/23 02:48:02 EST -0500 | #####  End  #####
08/09/23 02:49:02 EST -0500 | ##### Start #####
08/09/23 02:49:03 EST -0500 | #####  End  #####
08/09/23 02:50:02 EST -0500 | ##### Start #####
08/09/23 02:50:02 EST -0500 | #####  End  #####
08/09/23 02:51:02 EST -0500 | ##### Start #####
08/09/23 02:51:03 EST -0500 | #####  End  #####
08/09/23 02:52:02 EST -0500 | ##### Start #####
08/09/23 02:52:02 EST -0500 | #####  End  #####
08/09/23 02:53:02 EST -0500 | ##### Start #####
08/09/23 02:53:03 EST -0500 | #####  End  #####
08/09/23 02:54:02 EST -0500 | ##### Start #####
08/09/23 02:54:02 EST -0500 | #####  End  #####
08/09/23 02:55:02 EST -0500 | ##### Start #####
08/09/23 02:55:03 EST -0500 | #####  End  #####
08/09/23 02:56:01 EST -0500 | ##### Start #####
08/09/23 02:56:02 EST -0500 | #####  End  #####
08/09/23 02:57:02 EST -0500 | ##### Start #####
08/09/23 02:57:03 EST -0500 | #####  End  #####
08/09/23 02:58:02 EST -0500 | ##### Start #####
08/09/23 02:58:02 EST -0500 | #####  End  #####
08/09/23 02:59:02 EST -0500 | ##### Start #####
08/09/23 02:59:03 EST -0500 | #####  End  #####
08/09/23 03:00:02 EST -0500 | ##### Start #####
08/09/23 03:00:03 EST -0500 | #####  End  #####
08/09/23 03:01:02 EST -0500 | ##### Start #####
08/09/23 03:01:02 EST -0500 | #####  End  #####
08/09/23 03:02:02 EST -0500 | ##### Start #####
08/09/23 03:02:03 EST -0500 | #####  End  #####
08/09/23 03:03:02 EST -0500 | ##### Start #####
08/09/23 03:03:02 EST -0500 | #####  End  #####
08/09/23 03:04:03 EST -0500 | ##### Start #####
08/09/23 03:04:03 EST -0500 | #####  End  #####
08/09/23 03:05:03 EST -0500 | ##### Start #####
08/09/23 03:05:03 EST -0500 | #####  End  #####
08/09/23 03:06:02 EST -0500 | ##### Start #####
08/09/23 03:06:03 EST -0500 | #####  End  #####
08/09/23 03:07:01 EST -0500 | ##### Start #####
08/09/23 03:07:02 EST -0500 | #####  End  #####
08/09/23 03:08:02 EST -0500 | ##### Start #####
08/09/23 03:08:02 EST -0500 | #####  End  #####
08/09/23 03:09:02 EST -0500 | ##### Start #####
08/09/23 03:09:03 EST -0500 | #####  End  #####
08/09/23 03:10:02 EST -0500 | ##### Start #####
08/09/23 03:10:03 EST -0500 | #####  End  #####
08/09/23 03:11:02 EST -0500 | ##### Start #####
08/09/23 03:11:03 EST -0500 | #####  End  #####
08/09/23 03:12:02 EST -0500 | ##### Start #####
08/09/23 03:12:02 EST -0500 | #####  End  #####
08/09/23 03:13:02 EST -0500 | ##### Start #####
08/09/23 03:13:03 EST -0500 | #####  End  #####
08/09/23 03:14:02 EST -0500 | ##### Start #####
08/09/23 03:14:02 EST -0500 | #####  End  #####
08/09/23 03:15:02 EST -0500 | ##### Start #####
08/09/23 03:15:03 EST -0500 | #####  End  #####
08/09/23 03:16:02 EST -0500 | ##### Start #####
08/09/23 03:16:03 EST -0500 | #####  End  #####
08/09/23 03:17:01 EST -0500 | ##### Start #####
08/09/23 03:17:02 EST -0500 | #####  End  #####
08/09/23 03:18:02 EST -0500 | ##### Start #####
08/09/23 03:18:02 EST -0500 | #####  End  #####
08/09/23 03:19:02 EST -0500 | ##### Start #####
08/09/23 03:19:03 EST -0500 | #####  End  #####
08/09/23 03:20:02 EST -0500 | ##### Start #####
08/09/23 03:20:02 EST -0500 | #####  End  #####
08/09/23 03:21:01 EST -0500 | ##### Start #####
08/09/23 03:21:02 EST -0500 | #####  End  #####
08/09/23 03:22:02 EST -0500 | ##### Start #####
08/09/23 03:22:03 EST -0500 | #####  End  #####
08/09/23 03:23:02 EST -0500 | ##### Start #####
08/09/23 03:23:03 EST -0500 | #####  End  #####
08/09/23 03:24:02 EST -0500 | ##### Start #####
08/09/23 03:24:02 EST -0500 | #####  End  #####
08/09/23 03:25:02 EST -0500 | ##### Start #####
08/09/23 03:25:03 EST -0500 | #####  End  #####
08/09/23 03:26:02 EST -0500 | ##### Start #####
08/09/23 03:26:02 EST -0500 | #####  End  #####
08/09/23 03:27:02 EST -0500 | ##### Start #####
08/09/23 03:27:03 EST -0500 | #####  End  #####
08/09/23 03:28:02 EST -0500 | ##### Start #####
08/09/23 03:28:03 EST -0500 | #####  End  #####
08/09/23 03:29:02 EST -0500 | ##### Start #####
08/09/23 03:29:02 EST -0500 | #####  End  #####
08/09/23 03:30:03 EST -0500 | ##### Start #####
08/09/23 03:30:03 EST -0500 | #####  End  #####
08/09/23 03:31:02 EST -0500 | ##### Start #####
08/09/23 03:31:03 EST -0500 | #####  End  #####
08/09/23 03:32:02 EST -0500 | ##### Start #####
08/09/23 03:32:03 EST -0500 | #####  End  #####
08/09/23 03:33:02 EST -0500 | ##### Start #####
08/09/23 03:33:02 EST -0500 | #####  End  #####
08/09/23 03:34:02 EST -0500 | ##### Start #####
08/09/23 03:34:02 EST -0500 | #####  End  #####
08/09/23 03:35:02 EST -0500 | ##### Start #####
08/09/23 03:35:03 EST -0500 | #####  End  #####
08/09/23 03:36:02 EST -0500 | ##### Start #####
08/09/23 03:36:02 EST -0500 | #####  End  #####
08/09/23 03:37:02 EST -0500 | ##### Start #####
08/09/23 03:37:03 EST -0500 | #####  End  #####
08/09/23 03:38:02 EST -0500 | ##### Start #####
08/09/23 03:38:02 EST -0500 | #####  End  #####
08/09/23 03:39:02 EST -0500 | ##### Start #####
08/09/23 03:39:03 EST -0500 | #####  End  #####
08/09/23 03:40:02 EST -0500 | ##### Start #####
08/09/23 03:40:03 EST -0500 | #####  End  #####
08/09/23 03:41:02 EST -0500 | ##### Start #####
08/09/23 03:41:02 EST -0500 | #####  End  #####
08/09/23 03:42:02 EST -0500 | ##### Start #####
08/09/23 03:42:02 EST -0500 | #####  End  #####
08/09/23 03:43:03 EST -0500 | ##### Start #####
08/09/23 03:43:03 EST -0500 | #####  End  #####
08/09/23 03:44:02 EST -0500 | ##### Start #####
08/09/23 03:44:03 EST -0500 | #####  End  #####
08/09/23 03:45:02 EST -0500 | ##### Start #####
08/09/23 03:45:02 EST -0500 | #####  End  #####
08/09/23 03:46:02 EST -0500 | ##### Start #####
08/09/23 03:46:02 EST -0500 | #####  End  #####
08/09/23 03:47:02 EST -0500 | ##### Start #####
08/09/23 03:47:03 EST -0500 | #####  End  #####
08/09/23 03:48:02 EST -0500 | ##### Start #####
08/09/23 03:48:03 EST -0500 | #####  End  #####
08/09/23 03:49:02 EST -0500 | ##### Start #####
08/09/23 03:49:02 EST -0500 | #####  End  #####
08/09/23 03:50:02 EST -0500 | ##### Start #####
08/09/23 03:50:03 EST -0500 | #####  End  #####
08/09/23 03:51:02 EST -0500 | ##### Start #####
08/09/23 03:51:03 EST -0500 | #####  End  #####
08/09/23 03:52:02 EST -0500 | ##### Start #####
08/09/23 03:52:02 EST -0500 | #####  End  #####
08/09/23 03:53:02 EST -0500 | ##### Start #####
08/09/23 03:53:03 EST -0500 | #####  End  #####
08/09/23 03:54:02 EST -0500 | ##### Start #####
08/09/23 03:54:02 EST -0500 | #####  End  #####
08/09/23 03:55:02 EST -0500 | ##### Start #####
08/09/23 03:55:03 EST -0500 | #####  End  #####
08/09/23 03:56:02 EST -0500 | ##### Start #####
08/09/23 03:56:03 EST -0500 | #####  End  #####
08/09/23 03:57:02 EST -0500 | ##### Start #####
08/09/23 03:57:02 EST -0500 | #####  End  #####
08/09/23 03:58:02 EST -0500 | ##### Start #####
08/09/23 03:58:03 EST -0500 | #####  End  #####
08/09/23 03:59:02 EST -0500 | ##### Start #####
08/09/23 03:59:02 EST -0500 | #####  End  #####
08/09/23 04:00:02 EST -0500 | ##### Start #####
08/09/23 04:00:03 EST -0500 | #####  End  #####
08/09/23 04:01:02 EST -0500 | ##### Start #####
08/09/23 04:01:03 EST -0500 | #####  End  #####
08/09/23 04:02:01 EST -0500 | ##### Start #####
08/09/23 04:02:02 EST -0500 | #####  End  #####
08/09/23 04:03:02 EST -0500 | ##### Start #####
08/09/23 04:03:02 EST -0500 | #####  End  #####
08/09/23 04:04:02 EST -0500 | ##### Start #####
08/09/23 04:04:03 EST -0500 | #####  End  #####
08/09/23 04:05:02 EST -0500 | ##### Start #####
08/09/23 04:05:02 EST -0500 | #####  End  #####
08/09/23 04:06:02 EST -0500 | ##### Start #####
08/09/23 04:06:03 EST -0500 | #####  End  #####
08/09/23 04:07:02 EST -0500 | ##### Start #####
08/09/23 04:07:02 EST -0500 | #####  End  #####
08/09/23 04:08:02 EST -0500 | ##### Start #####
08/09/23 04:08:03 EST -0500 | #####  End  #####
08/09/23 04:09:02 EST -0500 | ##### Start #####
08/09/23 04:09:03 EST -0500 | #####  End  #####
08/09/23 04:10:02 EST -0500 | ##### Start #####
08/09/23 04:10:02 EST -0500 | #####  End  #####
08/09/23 04:11:01 EST -0500 | ##### Start #####
08/09/23 04:11:02 EST -0500 | #####  End  #####
08/09/23 04:12:02 EST -0500 | ##### Start #####
08/09/23 04:12:02 EST -0500 | #####  End  #####
08/09/23 04:13:02 EST -0500 | ##### Start #####
08/09/23 04:13:03 EST -0500 | #####  End  #####
08/09/23 04:14:02 EST -0500 | ##### Start #####
08/09/23 04:14:02 EST -0500 | #####  End  #####
08/09/23 04:15:02 EST -0500 | ##### Start #####
08/09/23 04:15:03 EST -0500 | #####  End  #####
08/09/23 04:16:02 EST -0500 | ##### Start #####
08/09/23 04:16:03 EST -0500 | #####  End  #####
08/09/23 04:17:02 EST -0500 | ##### Start #####
08/09/23 04:17:02 EST -0500 | #####  End  #####
08/09/23 04:18:02 EST -0500 | ##### Start #####
08/09/23 04:18:03 EST -0500 | #####  End  #####
08/09/23 04:19:02 EST -0500 | ##### Start #####
08/09/23 04:19:03 EST -0500 | #####  End  #####
08/09/23 04:20:02 EST -0500 | ##### Start #####
08/09/23 04:20:02 EST -0500 | #####  End  #####
08/09/23 04:21:03 EST -0500 | ##### Start #####
08/09/23 04:21:03 EST -0500 | #####  End  #####
08/09/23 04:22:02 EST -0500 | ##### Start #####
08/09/23 04:22:03 EST -0500 | #####  End  #####
08/09/23 04:23:02 EST -0500 | ##### Start #####
08/09/23 04:23:02 EST -0500 | #####  End  #####
08/09/23 04:24:01 EST -0500 | ##### Start #####
08/09/23 04:24:02 EST -0500 | #####  End  #####
08/09/23 04:25:02 EST -0500 | ##### Start #####
08/09/23 04:25:02 EST -0500 | #####  End  #####
08/09/23 04:26:02 EST -0500 | ##### Start #####
08/09/23 04:26:03 EST -0500 | #####  End  #####
08/09/23 04:27:02 EST -0500 | ##### Start #####
08/09/23 04:27:02 EST -0500 | #####  End  #####
08/09/23 04:28:02 EST -0500 | ##### Start #####
08/09/23 04:28:03 EST -0500 | #####  End  #####
08/09/23 04:29:02 EST -0500 | ##### Start #####
08/09/23 04:29:02 EST -0500 | #####  End  #####
08/09/23 04:30:02 EST -0500 | ##### Start #####
08/09/23 04:30:03 EST -0500 | #####  End  #####
08/09/23 04:31:02 EST -0500 | ##### Start #####
08/09/23 04:31:02 EST -0500 | #####  End  #####
08/09/23 04:32:01 EST -0500 | ##### Start #####
08/09/23 04:32:02 EST -0500 | #####  End  #####
08/09/23 04:33:02 EST -0500 | ##### Start #####
08/09/23 04:33:03 EST -0500 | #####  End  #####
08/09/23 04:34:02 EST -0500 | ##### Start #####
08/09/23 04:34:02 EST -0500 | #####  End  #####
08/09/23 04:35:03 EST -0500 | ##### Start #####
08/09/23 04:35:03 EST -0500 | #####  End  #####
08/09/23 04:36:02 EST -0500 | ##### Start #####
08/09/23 04:36:03 EST -0500 | #####  End  #####
08/09/23 04:37:02 EST -0500 | ##### Start #####
08/09/23 04:37:02 EST -0500 | #####  End  #####
08/09/23 04:38:02 EST -0500 | ##### Start #####
08/09/23 04:38:03 EST -0500 | #####  End  #####
08/09/23 04:39:02 EST -0500 | ##### Start #####
08/09/23 04:39:03 EST -0500 | #####  End  #####
08/09/23 04:40:03 EST -0500 | ##### Start #####
08/09/23 04:40:03 EST -0500 | #####  End  #####
08/09/23 04:41:01 EST -0500 | ##### Start #####
08/09/23 04:41:02 EST -0500 | #####  End  #####
08/09/23 04:42:02 EST -0500 | ##### Start #####
08/09/23 04:42:03 EST -0500 | #####  End  #####
08/09/23 04:43:02 EST -0500 | ##### Start #####
08/09/23 04:43:02 EST -0500 | #####  End  #####
08/09/23 04:44:03 EST -0500 | ##### Start #####
08/09/23 04:44:03 EST -0500 | #####  End  #####
08/09/23 04:45:02 EST -0500 | ##### Start #####
08/09/23 04:45:03 EST -0500 | #####  End  #####
08/09/23 04:46:02 EST -0500 | ##### Start #####
08/09/23 04:46:02 EST -0500 | #####  End  #####
08/09/23 04:47:03 EST -0500 | ##### Start #####
08/09/23 04:47:03 EST -0500 | #####  End  #####
08/09/23 04:48:02 EST -0500 | ##### Start #####
08/09/23 04:48:03 EST -0500 | #####  End  #####
08/09/23 04:49:02 EST -0500 | ##### Start #####
08/09/23 04:49:02 EST -0500 | #####  End  #####
08/09/23 04:50:02 EST -0500 | ##### Start #####
08/09/23 04:50:03 EST -0500 | #####  End  #####
08/09/23 04:51:02 EST -0500 | ##### Start #####
08/09/23 04:51:02 EST -0500 | #####  End  #####
08/09/23 04:52:03 EST -0500 | ##### Start #####
08/09/23 04:52:03 EST -0500 | #####  End  #####
08/09/23 04:53:02 EST -0500 | ##### Start #####
08/09/23 04:53:03 EST -0500 | #####  End  #####
08/09/23 04:54:02 EST -0500 | ##### Start #####
08/09/23 04:54:02 EST -0500 | #####  End  #####
08/09/23 04:55:02 EST -0500 | ##### Start #####
08/09/23 04:55:03 EST -0500 | #####  End  #####
08/09/23 04:56:02 EST -0500 | ##### Start #####
08/09/23 04:56:03 EST -0500 | #####  End  #####
08/09/23 04:57:02 EST -0500 | ##### Start #####
08/09/23 04:57:02 EST -0500 | #####  End  #####
08/09/23 04:58:02 EST -0500 | ##### Start #####
08/09/23 04:58:03 EST -0500 | #####  End  #####
08/09/23 04:59:01 EST -0500 | ##### Start #####
08/09/23 04:59:02 EST -0500 | #####  End  #####
08/09/23 05:00:02 EST -0500 | ##### Start #####
08/09/23 05:00:03 EST -0500 | #####  End  #####
08/09/23 05:01:02 EST -0500 | ##### Start #####
08/09/23 05:01:03 EST -0500 | #####  End  #####
08/09/23 05:02:01 EST -0500 | ##### Start #####
08/09/23 05:02:02 EST -0500 | #####  End  #####
08/09/23 05:03:02 EST -0500 | ##### Start #####
08/09/23 05:03:02 EST -0500 | #####  End  #####
08/09/23 05:04:02 EST -0500 | ##### Start #####
08/09/23 05:04:03 EST -0500 | #####  End  #####
08/09/23 05:05:02 EST -0500 | ##### Start #####
08/09/23 05:05:02 EST -0500 | #####  End  #####
08/09/23 05:06:02 EST -0500 | ##### Start #####
08/09/23 05:06:03 EST -0500 | #####  End  #####
08/09/23 05:07:02 EST -0500 | ##### Start #####
08/09/23 05:07:02 EST -0500 | #####  End  #####
08/09/23 05:08:02 EST -0500 | ##### Start #####
08/09/23 05:08:03 EST -0500 | #####  End  #####
08/09/23 05:09:02 EST -0500 | ##### Start #####
08/09/23 05:09:02 EST -0500 | #####  End  #####
08/09/23 05:10:02 EST -0500 | ##### Start #####
08/09/23 05:10:03 EST -0500 | #####  End  #####
08/09/23 05:11:02 EST -0500 | ##### Start #####
08/09/23 05:11:03 EST -0500 | #####  End  #####
08/09/23 05:12:01 EST -0500 | ##### Start #####
08/09/23 05:12:02 EST -0500 | #####  End  #####
08/09/23 05:13:02 EST -0500 | ##### Start #####
08/09/23 05:13:03 EST -0500 | #####  End  #####
08/09/23 05:14:01 EST -0500 | ##### Start #####
08/09/23 05:14:02 EST -0500 | #####  End  #####
08/09/23 05:15:02 EST -0500 | ##### Start #####
08/09/23 05:15:03 EST -0500 | #####  End  #####
08/09/23 05:16:02 EST -0500 | ##### Start #####
08/09/23 05:16:03 EST -0500 | #####  End  #####
08/09/23 05:17:02 EST -0500 | ##### Start #####
08/09/23 05:17:02 EST -0500 | #####  End  #####
08/09/23 05:18:03 EST -0500 | ##### Start #####
08/09/23 05:18:03 EST -0500 | #####  End  #####
08/09/23 05:19:02 EST -0500 | ##### Start #####
08/09/23 05:19:03 EST -0500 | #####  End  #####
08/09/23 05:20:02 EST -0500 | ##### Start #####
08/09/23 05:20:02 EST -0500 | #####  End  #####
08/09/23 05:21:01 EST -0500 | ##### Start #####
08/09/23 05:21:02 EST -0500 | #####  End  #####
08/09/23 05:22:02 EST -0500 | ##### Start #####
08/09/23 05:22:03 EST -0500 | #####  End  #####
08/09/23 05:23:02 EST -0500 | ##### Start #####
08/09/23 05:23:02 EST -0500 | #####  End  #####
08/09/23 05:24:02 EST -0500 | ##### Start #####
08/09/23 05:24:03 EST -0500 | #####  End  #####
08/09/23 05:25:01 EST -0500 | ##### Start #####
08/09/23 05:25:02 EST -0500 | #####  End  #####
08/09/23 05:26:02 EST -0500 | ##### Start #####
08/09/23 05:26:03 EST -0500 | #####  End  #####
08/09/23 05:27:02 EST -0500 | ##### Start #####
08/09/23 05:27:02 EST -0500 | #####  End  #####
08/09/23 05:28:02 EST -0500 | ##### Start #####
08/09/23 05:28:03 EST -0500 | #####  End  #####
08/09/23 05:29:01 EST -0500 | ##### Start #####
08/09/23 05:29:02 EST -0500 | #####  End  #####
08/09/23 05:30:02 EST -0500 | ##### Start #####
08/09/23 05:30:02 EST -0500 | #####  End  #####
08/09/23 05:31:02 EST -0500 | ##### Start #####
08/09/23 05:31:03 EST -0500 | #####  End  #####
08/09/23 05:32:02 EST -0500 | ##### Start #####
08/09/23 05:32:03 EST -0500 | #####  End  #####
08/09/23 05:33:01 EST -0500 | ##### Start #####
08/09/23 05:33:02 EST -0500 | #####  End  #####
08/09/23 05:34:02 EST -0500 | ##### Start #####
08/09/23 05:34:02 EST -0500 | #####  End  #####
08/09/23 05:35:02 EST -0500 | ##### Start #####
08/09/23 05:35:03 EST -0500 | #####  End  #####
08/09/23 05:36:01 EST -0500 | ##### Start #####
08/09/23 05:36:02 EST -0500 | #####  End  #####
08/09/23 05:37:02 EST -0500 | ##### Start #####
08/09/23 05:37:02 EST -0500 | #####  End  #####
08/09/23 05:38:02 EST -0500 | ##### Start #####
08/09/23 05:38:03 EST -0500 | #####  End  #####
08/09/23 05:39:02 EST -0500 | ##### Start #####
08/09/23 05:39:03 EST -0500 | #####  End  #####
08/09/23 05:40:02 EST -0500 | ##### Start #####
08/09/23 05:40:02 EST -0500 | #####  End  #####
08/09/23 05:41:02 EST -0500 | ##### Start #####
08/09/23 05:41:03 EST -0500 | #####  End  #####
08/09/23 05:42:02 EST -0500 | ##### Start #####
08/09/23 05:42:02 EST -0500 | #####  End  #####
08/09/23 05:43:02 EST -0500 | ##### Start #####
08/09/23 05:43:03 EST -0500 | #####  End  #####
08/09/23 05:44:02 EST -0500 | ##### Start #####
08/09/23 05:44:02 EST -0500 | #####  End  #####
08/09/23 05:45:02 EST -0500 | ##### Start #####
08/09/23 05:45:03 EST -0500 | #####  End  #####
08/09/23 05:46:02 EST -0500 | ##### Start #####
08/09/23 05:46:02 EST -0500 | #####  End  #####
08/09/23 05:47:02 EST -0500 | ##### Start #####
08/09/23 05:47:03 EST -0500 | #####  End  #####
08/09/23 05:48:01 EST -0500 | ##### Start #####
08/09/23 05:48:02 EST -0500 | #####  End  #####
08/09/23 05:49:02 EST -0500 | ##### Start #####
08/09/23 05:49:02 EST -0500 | #####  End  #####
08/09/23 05:50:03 EST -0500 | ##### Start #####
08/09/23 05:50:04 EST -0500 | #####  End  #####
08/09/23 05:51:02 EST -0500 | ##### Start #####
08/09/23 05:51:02 EST -0500 | #####  End  #####
08/09/23 05:52:02 EST -0500 | ##### Start #####
08/09/23 05:52:03 EST -0500 | #####  End  #####
08/09/23 05:53:01 EST -0500 | ##### Start #####
08/09/23 05:53:02 EST -0500 | #####  End  #####
08/09/23 05:54:02 EST -0500 | ##### Start #####
08/09/23 05:54:03 EST -0500 | #####  End  #####
08/09/23 05:55:02 EST -0500 | ##### Start #####
08/09/23 05:55:02 EST -0500 | #####  End  #####
08/09/23 05:56:02 EST -0500 | ##### Start #####
08/09/23 05:56:03 EST -0500 | #####  End  #####
08/09/23 05:57:02 EST -0500 | ##### Start #####
08/09/23 05:57:02 EST -0500 | #####  End  #####
08/09/23 05:58:02 EST -0500 | ##### Start #####
08/09/23 05:58:02 EST -0500 | #####  End  #####
08/09/23 05:59:03 EST -0500 | ##### Start #####
08/09/23 05:59:03 EST -0500 | #####  End  #####
